file,chuffed_time,chuffed_totalTime,chuffed_propagations,chuffed_failures,noc_bool_time,noc_bool_totalTime,noc_bool_conflicts,noc_int_time,noc_int_totalTime,noc_int_conflicts,noc_int_eagerLits,noc_int_lazyLits,noc_int_cpCalls,lazy_default_time,lazy_default_totalTime,lazy_default_conflicts,lazy_default_cpCalls,lazy_custom_time,lazy_custom_totalTime,lazy_custom_conflicts,lazy_custom_cpCalls,eager_default_time,eager_default_totalTime,eager_default_conflicts,eager_default_cpCalls,eager_custom_time,eager_custom_totalTime,eager_custom_conflicts,eager_custom_cpCalls,balanced_custom_time,balanced_custom_totalTime,balanced_custom_conflicts,balanced_custom_cpCalls,chuffed_status,eager_custom_status,eager_default_status,balanced_custom_status,lazy_custom_status,noc_int_status,noc_bool_status,lazy_default_status
Nestern=6_compact.dzn,27.51560211,27.475,110328,0,0.03972398,,,0.036095667,,,,,,0.036512768,,,,0.036676764,,,,0.036981559,,,,0.036820829,,,,0.0367468,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Nestern=7.dzn,180,,,,0.195796371,,,0.202384424,,,,,,0.20335623,,,,0.203681958,,,,0.206393683,,,,0.205839944,,,,0.205619502,,,,TIMEOUT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Nestern=7_compact.dzn,180,,,,0.14365505,,,0.144483161,,,,,,0.143616819,,,,0.148273635,,,,0.147880375,,,,0.147236216,,,,0.148013723,,,,TIMEOUT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Onebit_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebit_SWP_(datasize=3_capacity=1_windowsize=1)eq=strong-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=2_infinitely_often_enabled_then_infinitely_often_taken.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=2_infinitely_often_read_write.dzn,17.778579,17.718,80370,0,164.323523,164.1282117,1,119.9133701,119.7625285,1,170747,0,80360,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,SAT,SAT,TIMEOUT
Onebitdatasize=2_infinitely_often_receive_d1.dzn,1.81056118,1.768,1,1,0.208153176,0.111037792,1,0.413198793,0.317377792,1,,,,0.411391521,0.308077542,1,,0.41645031,0.301564416,1,,0.412091875,0.302231334,1,,0.411063814,0.290038625,1,,0.405275202,0.273936042,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=2_infinitely_often_receive_for_all_d.dzn,3.737641811,3.674,1,1,0.407039499,0.225342375,1,1.33348012,1.111598125,1,,,,1.341535091,1.135443959,1,,1.336519241,1.126970417,1,,1.368871927,1.161621417,1,,1.323654175,1.1208045,1,,1.371465921,1.154086334,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=2_invariantly_infinitely_many_reachable_taus.dzn,17.46504378,17.378,46889,0,133.0274651,132.7694917,1,113.671102,113.4005464,1,245758,0,46873,113.9009817,113.66735,1,46873,180,,,,112.2123332,111.9618745,1,46873,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_message_can_be_lost_infinitely_often.dzn,3.217724085,3.166,1,1,0.286090815,0.089275417,1,1.146789074,0.9691675,1,,,,1.165814877,0.981343666,1,,1.151995182,0.957291917,1,,1.139406204,0.951868791,1,,1.165941,0.968698208,1,,1.223712683,1.014497833,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=2_messages_can_be_overtaken.dzn,3.384094954,3.327,1,1,0.330749655,0.1554335,1,1.228668928,1.041934084,1,,,,1.261991262,1.058753834,1,,1.243587971,1.046813792,1,,1.301124096,1.091383834,1,,1.2577672,1.054361459,1,,1.283677816,1.075568416,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=2_messages_read_are_inevitably_sent.dzn,9.791815996,9.733,24640,0,15.24757314,15.10314175,1,32.06008983,31.92413796,1,153982,0,24624,30.25398302,30.13576567,1,24624,180,,,,31.4209857,31.27349288,1,24624,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_no_duplication_of_messages.dzn,21.75445414,21.666,43351,0,115.6201739,115.3400035,1,101.4121442,101.1971646,1,258047,0,43335,100.666177,100.422514,1,43335,180,,,,105.9070039,105.6680749,1,43335,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_no_generation_of_messages.dzn,1.376123905,1.352,9796,0,6.536380291,6.467393292,1,5.522387981,5.453841875,1,65502,0,9783,8.160048962,8.068545292,1,9783,180,,,,8.117127895,8.016532792,1,9783,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_no_spontaneous_messages.dzn,10.41119003,10.348,27312,0,57.53703189,57.35033875,1,51.98868775,51.82679283,1,185086,0,27294,334.6393867,72.38765692,1,27294,180,,,,43.88273001,43.72962621,1,27294,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_nodeadlock.dzn,3.173313141,3.134,12488,0,11.33692622,11.24588808,1,8.861906767,8.780391125,1,81918,0,12472,8.451889753,8.37045025,1,12472,180,,,,8.620260954,8.533998333,1,12472,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=2_read_then_eventually_send.dzn,5.911952972,5.81,1,1,0.417741728,0.182826833,1,3.953396082,3.747949333,1,,,,3.381728888,3.243227,1,,3.455712795,3.26715675,1,,3.036687851,2.870657917,1,,3.890318155,3.715392625,1,,3.832406998,3.650519916,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=3_infinitely_often_enabled_then_infinitely_often_taken.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_infinitely_often_read_write.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_infinitely_often_receive_d1.dzn,6.658012867,6.553,1,1,0.710049963,0.408108708,1,4.105051279,3.759756709,1,,,,4.313387632,3.925038417,1,,4.291762114,3.892490042,1,,4.361119986,3.954930834,1,,4.285876036,3.893778709,1,,4.216098785,3.832212958,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=3_infinitely_often_receive_for_all_d.dzn,21.15535212,20.877,1,1,2.135509014,1.2640835,1,45.7944479,44.69500088,1,,,,46.03929019,45.00728788,1,,45.88003111,44.75830521,1,,45.79709101,44.71495217,1,,45.85981512,44.76371779,1,,46.18544197,45.13407067,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=3_invariantly_infinitely_many_reachable_taus.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_message_can_be_lost_infinitely_often.dzn,11.68864417,11.521,1,1,1.028560877,0.488384333,1,14.59344816,13.9534255,1,,,,13.71194696,13.18890346,1,,14.75659704,14.05161983,1,,14.79114389,14.10394167,1,,14.80280304,14.12485463,1,,14.57442403,13.92870704,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=3_messages_can_be_overtaken.dzn,14.19821095,13.999,1,1,1.247117043,0.66535275,1,16.26559091,15.45747671,1,,,,16.32595086,15.58183979,1,,16.30154181,15.52636475,1,,16.36561418,15.61941925,1,,16.32191277,15.62464221,1,,16.49467087,15.70400008,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Onebitdatasize=3_messages_read_are_inevitably_sent.dzn,117.6944358,117.506,100002,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_no_duplication_of_messages.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_no_generation_of_messages.dzn,64.9780612,64.816,77884,0,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,SAT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_no_spontaneous_messages.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Onebitdatasize=3_nodeadlock.dzn,23.37925673,23.283,48071,0,149.1348872,148.8180918,1,126.0725739,125.8152319,1,289294,0,48055,118.2318909,118.0210158,1,48055,180,,,,123.1677949,122.9125643,1,48055,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
Onebitdatasize=3_read_then_eventually_send.dzn,30.69467998,30.29,1,1,1.922192812,0.876913959,1,66.23522806,65.30999663,1,,,,66.72462916,65.78758488,1,,66.70534492,65.75768417,1,,66.25055599,65.30505696,1,,66.32789707,65.35211046,1,,64.94679809,63.860753,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,180,,,,17.17781901,7.683665542,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Par_Onebit_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,180,,,,17.10687518,7.587618333,1,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,UNSAT,TIMEOUT
Par_Onebit_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012858415,0.001,1,1,0.011260426,6.85E-05,1,0.011083865,6.99E-05,1,,,,0.013178742,5.63E-05,1,,0.01110971,4.00E-05,1,,0.011074853,6.63E-05,1,,0.010894597,6.88E-05,1,,0.01092,6.65E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_Onebit_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Par_Onebit_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.01281513,0.001,1,1,0.010854924,6.88E-05,1,0.01146059,6.67E-05,1,,,,0.013050354,5.35E-05,1,,0.011059511,7.05E-05,1,,0.011397088,5.04E-05,1,,0.01116854,6.50E-05,1,,0.011273801,6.45E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.196101117,0.174,2499,0,0.304297066,0.296664,1,0.203914988,0.205340833,1,9504,0,2497,0.213059521,0.19131475,1,2497,0.631937432,0.608481875,241,3240,0.214980531,0.180356292,1,2497,0.6441818,0.573007542,241,3240,0.609097803,0.64761625,241,3240,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.197558165,0.113,2499,0,0.302185333,0.188139417,1,0.205033004,0.120210417,1,9504,0,2497,0.213748324,0.139900291,1,2497,0.655540478,0.641845959,241,3240,0.216360819,0.194177667,1,2497,0.658722448,0.625518417,241,3240,0.676125336,0.653153291,241,3240,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.05738802,0.035,441,0,0.022281802,0.015391791,1,0.022856486,0.011510084,1,2367,0,433,0.02756747,0.0084885,1,433,0.35724709,0.233136958,3,1200,0.025769114,0.011012375,1,433,0.360206652,0.260991791,3,1200,0.359344578,0.347684375,3,1200,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.156042588,0.092,912,0,0.128801763,0.074266583,1,0.096303308,0.054272584,1,7858,0,879,0.093732965,0.054929416,1,879,8.159237862,8.130724667,25,4958,0.098862743,0.077695042,1,879,7.935024023,7.912702834,25,4958,7.933175802,7.909961459,25,4958,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.452621269,0.271,5123,0,1.134932458,0.724162125,1,0.765992403,0.761434583,1,19420,0,5119,0.754887342,0.484869583,1,5119,1.869220018,1.838517542,513,4933,0.781509674,0.740585083,1,5119,1.985848904,1.950801,513,4933,1.937041044,1.902367083,513,4933,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,0.456390679,0.415,5123,0,1.154083014,1.1188405,1,0.768210697,0.748153,1,19420,0,5119,0.771767282,0.714464459,1,5119,1.958719969,1.919051542,513,4933,0.784238183,0.812812334,1,5119,1.97617197,1.941934,513,4933,1.975463152,1.932489125,513,4933,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.10712775,0.067,863,0,0.033758342,0.0197405,1,0.045733166,0.041759,1,4735,0,855,0.058480704,0.030843667,1,855,1.415655136,1.397759042,3,2398,0.059395897,0.041393958,1,855,1.374522686,1.354692,3,2398,1.370709896,1.352970791,3,2398,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_Par_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.348158419,0.305,1936,0,0.396826804,0.379356792,1,0.316310477,0.290623625,1,16142,0,1903,0.318752646,0.290799625,1,1903,33.78757691,33.75368267,81,9845,0.324164164,0.29126675,1,1903,34.00794911,33.96837267,81,9845,33.49860191,33.46183321,81,9845,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Par_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,0.753914928,0.485,1,1,0.071448433,0.022267584,1,0.115400994,0.077449,1,,,,0.116286337,0.056652083,1,,0.120043695,0.06979775,1,,0.118130136,0.071751375,1,,0.120798326,0.072467708,1,,0.119295013,0.080432,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,0.765469587,0.726,1,1,0.07086587,0.02703675,1,0.114826787,0.072726875,1,,,,0.116874313,0.0762975,1,,0.120798743,0.077901792,1,,0.120528305,0.069690708,1,,0.117599702,0.077379625,1,,0.118573141,0.072876292,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.012730694,0,1,1,0.011486316,6.88E-05,1,0.011318696,4.68E-05,1,,,,0.011085594,4.55E-05,1,,0.011006343,3.85E-05,1,,0.010848677,7.30E-05,1,,0.011066794,5.72E-05,1,,0.011091423,3.96E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,0.64829092,0.399,1,1,0.083355963,0.02576025,1,0.116857851,0.048587959,1,,,,0.112107432,0.058058958,1,,0.12138536,0.06931675,1,,0.121797037,0.077543625,1,,0.122193003,0.074030541,1,,0.122425783,0.066957459,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,2.100193977,2.053,1,1,0.169992304,0.057207,1,0.46774869,0.380585209,1,,,,0.465169084,0.365635875,1,,0.476140416,0.361752125,1,,0.4766294,0.372640292,1,,0.474007714,0.356091375,1,,0.477576053,0.386885417,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,2.103029013,2.049,1,1,0.169403374,0.062007875,1,0.465757775,0.348166667,1,,,,0.47834965,0.364327625,1,,0.475237131,0.342209833,1,,0.475333858,0.376303334,1,,0.476822972,0.390494792,1,,0.479514754,0.36283125,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.014340258,0,1,1,0.010996377,5.88E-05,1,0.011162496,0.00218675,1,,,,0.014032471,7.45E-05,1,,0.0114079,7.22E-05,1,,0.011079705,6.46E-05,1,,0.010975146,6.84E-05,1,,0.011335027,4.99E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Par_SWP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,1.943745613,1.904,1,1,0.199788713,0.102732791,1,0.446554744,0.328532583,1,,,,0.454059565,0.357923708,1,,0.457524168,0.344794709,1,,0.4620772,0.34726625,1,,0.461689949,0.348292625,1,,0.456292582,0.340271625,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=2_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.024370289,0.009,561,0,0.01949712,0.007862417,1,0.017549157,0.005628625,1,717,0,554,0.017221415,0.004037709,1,554,0.031715405,0.019529583,1,232,0.017303634,0.005572542,1,554,0.031273973,0.01962875,1,232,0.031334591,0.019490458,1,232,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_infinitely_often_read_write.dzn,0.013900948,0.002,47,0,0.011750162,0.000508209,1,0.011592746,0.00051125,1,98,0,45,0.014094377,0.0003485,1,45,0.012457728,0.00073125,1,34,0.011789274,0.000410709,1,45,0.012081635,0.000865083,1,34,0.012477779,0.000739417,1,34,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_infinitely_often_receive_d1.dzn,0.014437699,0.001,1,1,0.011245954,0.000148709,1,0.011346197,0.000126875,1,,,,0.011544573,8.85E-05,1,,0.012295914,0.000106375,1,,0.011583722,0.000107792,1,,0.011573029,0.000116,1,,0.011562657,0.000103167,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=2_infinitely_often_receive_for_all_d.dzn,0.016674733,0.002,1,1,0.011492288,0.000215167,1,0.011534333,0.000144167,1,,,,0.011967182,0.000112208,1,,0.011606181,0.000144333,1,,0.011306,0.00013825,1,,0.011902261,0.00014275,1,,0.011722827,0.000141083,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=2_invariantly_infinitely_many_reachable_taus.dzn,0.018474865,0.003,181,0,0.013082087,0.001580958,1,0.012285995,0.001115625,1,267,0,179,0.01310209,0.000748667,1,179,0.013410223,0.001833416,9,103,0.01258291,0.001099333,1,179,0.013217866,0.001910666,9,103,0.013206708,0.001801583,9,103,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_no_duplication_of_messages.dzn,0.017134571,0.003,136,0,0.012805223,0.001260375,1,0.012341845,0.000946541,1,265,0,134,0.012576354,0.000733,1,134,0.014734924,0.003328,1,82,0.011904311,0.000943417,1,134,0.014912891,0.003325375,1,82,0.0141729,0.002566292,1,82,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_no_generation_of_messages.dzn,0.014291525,0.002,49,0,0.011663699,0.000442833,1,0.011858308,0.000353,1,88,0,47,0.011276555,0.00027275,1,47,0.011481476,0.000586583,1,26,0.011680746,0.000349834,1,47,0.01146189,0.000567541,1,26,0.011649585,0.000567958,1,26,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_nodeadlock.dzn,0.015166557,0.002,48,0,0.011727977,0.000413042,1,0.011392605,0.000359792,1,85,0,46,0.01132704,0.00026675,1,46,0.011519337,0.000583625,1,28,0.011527658,0.000330833,1,46,0.01208955,0.000456333,1,28,0.011693585,0.000584292,1,28,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=2_read_then_eventually_send.dzn,0.016608667,0.004,1,1,0.011491728,0.000205084,1,0.011382878,0.000151666,1,,,,0.01168505,0.000113583,1,,0.011889195,0.000149916,1,,0.011605799,0.000155917,1,,0.011713481,0.000158125,1,,0.011354685,0.000157292,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=4_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.075395143,0.049,2205,0,0.096253288,0.061764792,1,0.070389807,0.043980583,1,2853,0,2198,0.061541891,0.038246917,1,2198,0.388175905,0.3552545,1,936,0.06745199,0.050744917,1,2198,0.387914979,0.358732542,1,936,0.389874506,0.383940959,1,936,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_infinitely_often_read_write.dzn,0.017051709,0.003,91,0,0.012503076,0.000973583,1,0.012095678,0.000513958,1,200,0,89,0.011994469,0.000516833,1,89,0.013841975,0.002651167,1,68,0.011861193,0.000745208,1,89,0.013962567,0.002651083,1,68,0.013764334,0.002657416,1,68,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_infinitely_often_receive_d1.dzn,0.014853525,0.003,1,1,0.011534381,0.000212,1,0.011378169,0.000140292,1,,,,0.014049244,0.000183542,1,,0.015891385,0.00017875,1,,0.016428709,0.0001895,1,,0.014528561,0.000187166,1,,0.014654827,0.00017475,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=4_infinitely_often_receive_for_all_d.dzn,0.026167428,0.009,1,1,0.012456667,0.00063425,1,0.012385356,0.00034375,1,,,,0.012748718,0.000252083,1,,0.011899042,0.000341166,1,,0.012057865,0.000347625,1,,0.011889219,0.000342375,1,,0.011791611,0.000339584,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=4_invariantly_infinitely_many_reachable_taus.dzn,0.022871375,0.006,351,0,0.015798593,0.003921666,1,0.013848615,0.002609,1,531,0,349,0.015806365,0.001882625,1,349,0.020680439,0.00884425,17,367,0.014117026,0.002624417,1,349,0.020638525,0.006794125,17,367,0.020344377,0.008810875,17,367,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_no_duplication_of_messages.dzn,0.024949574,0.011,434,0,0.018093801,0.006219583,1,0.01644274,0.004510041,1,885,0,432,0.016385853,0.003409292,1,432,0.035884786,0.024988125,1,278,0.01581676,0.004546917,1,432,0.035790336,0.02418575,1,278,0.036477351,0.022108083,1,278,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_no_generation_of_messages.dzn,0.024649179,0.007,255,0,0.014903772,0.002654583,1,0.01379602,0.002304875,1,534,0,253,0.014791918,0.001918375,1,253,0.023543549,0.011911833,1,172,0.013657475,0.002269917,1,253,0.022976577,0.011838375,1,172,0.022701967,0.011452125,1,172,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_nodeadlock.dzn,0.015654397,0.002,90,0,0.012050927,0.000769667,1,0.011429155,0.000646125,1,173,0,88,0.011866581,0.000449,1,88,0.013019741,0.001714792,1,58,0.0118613,0.000598334,1,88,0.012752843,0.001713916,1,58,0.013038146,0.001423917,1,58,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=4_read_then_eventually_send.dzn,0.025026846,0.011,1,1,0.012194145,0.000415625,1,0.012243617,0.000361084,1,,,,0.015272951,0.000274334,1,,0.011874521,0.000361583,1,,0.011872935,0.000362791,1,,0.011762369,0.00025225,1,,0.011982024,0.000252916,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=8_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.370520139,0.208,8757,0,0.986378598,0.600010875,1,0.612371635,0.58529525,1,11349,0,8750,0.593407333,0.3812025,1,8750,5.274399042,5.250369,1,3760,0.615338767,0.599033333,1,8750,5.132436991,5.110252042,1,3760,5.237778187,5.208846125,1,3760,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=8_infinitely_often_read_write.dzn,0.019653046,0.005,179,0,0.013781214,0.0021255,1,0.013515699,0.001172917,1,404,0,177,0.013109577,0.001085792,1,177,0.020471632,0.008878583,1,136,0.013098097,0.001598333,1,177,0.020573652,0.008877708,1,136,0.01997261,0.008920291,1,136,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Pardatasize=8_infinitely_often_receive_d1.dzn,0.01956116,0.004,1,1,0.012321937,0.000338041,1,0.011850023,0.000137,1,,,,0.013110447,0.000170917,1,,0.011839712,0.000198833,1,,0.011933208,0.000152292,1,,0.011596096,0.000192959,1,,0.011787975,0.000200791,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Pardatasize=8_infinitely_often_receive_for_all_d.dzn,0.063149023,0.042,1,1,0.016537583,0.002182875,1,0.014653206,0.001307167,1,,,,0.01724205,0.001031333,1,,0.015292752,0.001256709,1,,0.015374637,0.001037459,1,,0.015034544,0.001290333,1,,0.015826356,0.001295542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
