file,chuffed_time,chuffed_totalTime,chuffed_propagations,chuffed_failures,noc_bool_time,noc_bool_totalTime,noc_bool_conflicts,noc_int_time,noc_int_totalTime,noc_int_conflicts,noc_int_eagerLits,noc_int_lazyLits,noc_int_cpCalls,lazy_default_time,lazy_default_totalTime,lazy_default_conflicts,lazy_default_cpCalls,lazy_custom_time,lazy_custom_totalTime,lazy_custom_conflicts,lazy_custom_cpCalls,eager_default_time,eager_default_totalTime,eager_default_conflicts,eager_default_cpCalls,eager_custom_time,eager_custom_totalTime,eager_custom_conflicts,eager_custom_cpCalls,balanced_custom_time,balanced_custom_totalTime,balanced_custom_conflicts,balanced_custom_cpCalls,chuffed_status,eager_custom_status,eager_default_status,balanced_custom_status,lazy_custom_status,noc_int_status,noc_bool_status,lazy_default_status
CABP_Par_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,8.17028904,8.108,36760,0,60.3128221,60.12427054,1,46.90304708,46.71401571,1,167244,0,36752,48.29759097,48.105189,1,36752,63.00417185,62.80189796,5789,26437,48.71579695,48.51831317,1,36752,62.00763202,61.79003692,5789,26437,62.94868398,62.75270346,5789,26437,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABP_Par_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.013353908,0.001,1,1,0.0111709,7.03E-05,1,0.010909653,7.04E-05,1,,,,0.011795545,6.32E-05,1,,0.011214828,4.87E-05,1,,0.011127186,7.43E-05,1,,0.011206222,6.92E-05,1,,0.01114496,6.82E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_Par_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,4.626217842,4.56,11109,0,15.43276,15.26832683,1,13.64537597,13.46645833,1,147303,0,10976,14.06089401,13.85801433,1,10976,180,,,,14.80182981,14.60865888,1,10976,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
CABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-bisim.dzn,5.617522001,5.528,1,1,0.42047863,0.163351458,1,3.661814213,3.395469167,1,,,,3.716278076,3.449346208,1,,3.699513197,3.416178625,1,,3.700791121,3.419988,1,,3.69350481,3.41605425,1,,3.701179743,3.416089042,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=branching-sim.dzn,5.683031082,5.593,1,1,0.422380781,0.17135525,1,3.634575844,3.387890417,1,,,,3.760442019,3.49198875,1,,3.765231848,3.492291,1,,3.642610312,3.371773167,1,,3.640290022,3.375305125,1,,3.718958855,3.458219375,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=strong-bisim.dzn,0.877363956,0.942,3223,0,0.349552083,0.315119542,1,1.0249331,0.9782435,1,38494,0,3186,1.194968939,1.142287208,1,3186,157.3555589,157.3080067,3,24755,1.101696968,1.044603375,1,3186,158.5214369,158.4766896,3,24755,158.5910451,158.5411719,3,24755,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABP_SWP_(datasize=2_capacity=1_windowsize=1)eq=weak-bisim.dzn,4.906961203,4.831,1,1,0.487678111,0.262541583,1,3.321173906,3.070653875,1,,,,3.368308067,3.0902055,1,,3.392672062,3.097433667,1,,3.40098691,3.117397834,1,,3.3093009,3.026803709,1,,3.424650908,3.140313417,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-bisim.dzn,16.646029,16.422,1,1,1.174840212,0.498060042,1,20.04351616,19.32408396,1,,,,20.1615622,19.36407233,1,,20.38695765,19.57896646,1,,20.05098319,19.27422333,1,,20.32479191,19.54958158,1,,20.20588017,19.42575046,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=branching-sim.dzn,16.25699115,16.052,1,1,1.173439026,0.528319791,1,20.11411977,19.38360029,1,,,,20.26678777,19.51785192,1,,20.1650629,19.37286392,1,,20.08149195,19.32989008,1,,20.20761228,19.39962575,1,,20.32748914,19.55753021,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=strong-bisim.dzn,2.331007957,2.288,7901,0,1.394626856,1.267110583,1,6.900424957,6.78688875,1,104066,0,7864,6.961508036,6.865800083,1,7864,180,,,,7.283180714,7.163065792,1,7864,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
CABP_SWP_(datasize=4_capacity=1_windowsize=1)eq=weak-bisim.dzn,15.04032707,14.83,1,1,1.372555017,0.731139667,1,18.10397577,17.31325196,1,,,,18.08841491,17.29228604,1,,18.04117799,17.17878058,1,,18.09882188,17.26048321,1,,18.10497999,17.26340371,1,,17.97865915,17.14588579,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=2_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.097299588,0.072,1795,0,0.113819396,0.095967084,1,0.080027533,0.0641695,1,3704,0,1767,0.079056656,0.060024541,1,1767,0.597207677,0.585224375,1,1674,0.077141011,0.062533167,1,1767,0.595239103,0.585629166,1,1674,0.602430904,0.600270417,1,1674,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_infinitely_often_read_write.dzn,0.023082602,0.008,286,0,0.015812504,0.004327084,1,0.014165282,0.002744541,1,684,0,269,0.018170822,0.002276792,1,269,0.044112253,0.027831,1,445,0.017881203,0.002633209,1,269,0.044003546,0.0287725,1,445,0.043929124,0.028914791,1,445,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_infinitely_often_receive_d1.dzn,0.024511921,0.006,1,1,0.011773181,0.000473042,1,0.011870039,0.000178416,1,,,,0.012082326,0.00018325,1,,0.011914885,0.000245584,1,,0.012159193,0.000243833,1,,0.012178183,0.000241792,1,,0.012179351,0.000246708,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=2_infinitely_often_receive_for_all_d.dzn,0.026076698,0.012,1,1,0.013162136,0.000757334,1,0.012593734,0.000422583,1,,,,0.013099837,0.000352042,1,,0.012494445,0.000427292,1,,0.012060106,0.000428666,1,,0.012803042,0.000423416,1,,0.012630284,0.000423334,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=2_invariantly_infinitely_many_reachable_taus.dzn,0.030338299,0.016,601,0,0.024112558,0.011302041,1,0.019875538,0.0077245,1,1389,0,577,0.026028264,0.009627,1,577,0.089144886,0.062964625,41,1410,0.027883852,0.013075042,1,577,0.089495814,0.057948292,41,1410,0.091865885,0.069067834,41,1410,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_no_duplication_of_messages.dzn,0.029596531,0.015,189,0,0.018070543,0.008131167,1,0.016235256,0.003765792,1,1389,0,165,0.017171574,0.003026208,1,165,0.161073887,0.108244583,1,1242,0.017132115,0.003769292,1,165,0.163210166,0.106587125,1,1242,0.171026671,0.152239375,1,1242,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_no_generation_of_messages.dzn,0.021443403,0.005,82,0,0.013100791,0.001445542,1,0.012499356,0.000973042,1,445,0,65,0.012583065,0.000746125,1,65,0.024653494,0.012946041,1,398,0.012585461,0.000979667,1,65,0.024915254,0.010695083,1,398,0.024138474,0.0127375,1,398,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_nodeadlock.dzn,0.019135201,0.005,93,0,0.013281035,0.00156625,1,0.012584007,0.001008042,1,461,0,69,0.012758231,0.000861,1,69,0.026184952,0.014583792,1,416,0.012671471,0.001023583,1,69,0.025971413,0.013907625,1,416,0.0264395,0.014601292,1,416,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=2_read_then_eventually_send.dzn,0.032663429,0.018,1,1,0.013231933,0.000533375,1,0.012518716,0.000400959,1,,,,0.014234531,0.0004475,1,,0.014130139,0.000598333,1,,0.013980842,0.000593958,1,,0.014183998,0.000604542,1,,0.014102972,0.000610583,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=4_infinitely_often_enabled_then_infinitely_often_taken.dzn,0.5756006,0.347,7797,0,1.50929594,1.486910042,1,1.028801918,0.993825375,1,16632,0,7753,1.097844923,0.748524875,1,7753,12.64137602,12.60011458,1,7668,1.047230959,1.014134958,1,7753,12.8329711,12.79537379,1,7668,12.90014315,12.86754467,1,7668,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_infinitely_often_read_write.dzn,0.038195729,0.019,684,0,0.026339257,0.014298459,1,0.021556938,0.010249417,1,1612,0,657,0.025118303,0.008186708,1,657,0.1808568,0.127955459,1,1009,0.022093844,0.010922667,1,657,0.178192759,0.1125245,1,1009,0.180295146,0.165061208,1,1009,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_infinitely_often_receive_d1.dzn,0.025912011,0.011,1,1,0.012774265,0.000856375,1,0.012976873,0.000455959,1,,,,0.012712955,0.00033125,1,,0.012802815,0.000458583,1,,0.012822628,0.000459125,1,,0.012825322,0.000461583,1,,0.012403643,0.000459833,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=4_infinitely_often_receive_for_all_d.dzn,0.094207883,0.061,1,1,0.021294808,0.003701125,1,0.021160614,0.002366458,1,,,,0.022345614,0.002753166,1,,0.02203238,0.002671292,1,,0.022322142,0.002752792,1,,0.022212803,0.002977125,1,,0.021854258,0.002646084,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=4_invariantly_infinitely_many_reachable_taus.dzn,0.07121855,0.042,1287,0,0.073001671,0.041725667,1,0.038465405,0.023299209,1,3117,0,1249,0.03897177,0.023713334,1,1249,0.189677143,0.120961,77,1859,0.050545132,0.034379416,1,1249,0.189606428,0.166299709,77,1859,0.188468361,0.17917075,77,1859,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_no_duplication_of_messages.dzn,0.109537292,0.087,515,0,0.05669812,0.036097292,1,0.035634887,0.021930666,1,5197,0,477,0.039026141,0.02393225,1,477,1.994978905,1.979958291,1,4748,0.035223222,0.021149417,1,477,1.391678095,1.376874833,1,4748,2.146382093,2.127210541,1,4748,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_no_generation_of_messages.dzn,0.069052434,0.051,320,0,0.027939641,0.01553525,1,0.022514784,0.0098325,1,2941,0,289,0.027368808,0.008381792,1,289,0.680662727,0.571879,1,2672,0.026223886,0.010075833,1,289,0.643765986,0.509432125,1,2672,0.652250051,0.607494417,1,2672,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_nodeadlock.dzn,0.025538337,0.011,163,0,0.015948153,0.003891625,1,0.014579749,0.002641,1,1037,0,125,0.014366663,0.001865333,1,125,0.094766438,0.060390416,1,952,0.014571273,0.0026405,1,125,0.09339956,0.055365292,1,952,0.099939585,0.096730708,1,952,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=4_read_then_eventually_send.dzn,0.102320743,0.065,1,1,0.019651341,0.002413083,1,0.016804278,0.002615125,1,,,,0.016255057,0.001902417,1,,0.016592491,0.002634166,1,,0.01622591,0.00265925,1,,0.016746759,0.001886833,1,,0.016328204,0.002679959,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=8_infinitely_often_enabled_then_infinitely_often_taken.dzn,7.025292158,6.989,38648,0,33.94348884,33.85848863,1,21.70698714,21.61736658,1,82424,0,38572,22.78740788,22.68945538,1,38572,180,,,,23.54757595,23.45492504,1,38572,180,,,,180,,,,SAT,TIMEOUT,SAT,TIMEOUT,TIMEOUT,SAT,SAT,SAT
CABPdatasize=8_infinitely_often_read_write.dzn,0.096786404,0.06,1864,0,0.117932665,0.071245792,1,0.08195045,0.044812791,1,4236,0,1817,0.080382454,0.048577,1,1817,1.035307169,1.013910916,1,2521,0.080348086,0.054378917,1,1817,1.070683956,1.052951792,1,2521,1.032974005,1.013938709,1,2521,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=8_infinitely_often_receive_d1.dzn,0.053228831,0.023,1,1,0.015254939,0.003629583,1,0.014763677,0.001123875,1,,,,0.017043412,0.000630042,1,,0.014632249,0.001134917,1,,0.014786649,0.001093792,1,,0.01460216,0.001131042,1,,0.014614642,0.000616291,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=8_infinitely_often_receive_for_all_d.dzn,0.41820184,0.259,1,1,0.041658974,0.011296834,1,0.048680449,0.018715083,1,,,,0.050816524,0.018925375,1,,0.057986283,0.021048791,1,,0.056386673,0.025474625,1,,0.05320102,0.027451,1,,0.055870438,0.017858542,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CABPdatasize=8_invariantly_infinitely_many_reachable_taus.dzn,0.177435851,0.138,3043,0,0.29937104,0.284813459,1,0.184112883,0.1643165,1,7725,0,2977,0.199210548,0.172935667,1,2977,0.846561432,0.823491542,149,3490,0.19513551,0.177307208,1,2977,0.860230172,0.815862875,149,3490,0.863261139,0.87515325,149,3490,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=8_no_duplication_of_messages.dzn,0.543255532,0.504,1647,0,0.463786232,0.415461375,1,0.343923461,0.337518375,1,23181,0,1581,0.491334879,0.4296425,1,1581,62.00319099,61.96550392,1,21648,0.486270034,0.454971625,1,1581,62.0916307,62.04705058,1,21648,62.38913083,62.34203367,1,21648,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=8_no_generation_of_messages.dzn,0.360594213,0.341,1276,0,0.270315659,0.240644709,1,0.206871748,0.172462792,1,17149,0,1217,0.218163669,0.192986166,1,1217,23.55237484,23.51525813,1,15968,0.215510702,0.196094584,1,1217,23.82126522,23.7963565,1,15968,23.99431086,23.96400571,1,15968,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=8_nodeadlock.dzn,0.059558558,0.039,303,0,0.025072002,0.014542792,1,0.020601988,0.008017958,1,2573,0,237,0.022824228,0.005527166,1,237,0.529317605,0.334719,1,2408,0.022195721,0.008277458,1,237,0.519251263,0.341019667,1,2408,0.520767808,0.515707042,1,2408,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
CABPdatasize=8_read_then_eventually_send.dzn,0.508017838,0.485,1,1,0.03717171,0.010349083,1,0.050970244,0.029730292,1,,,,0.05780741,0.022144125,1,,0.057142997,0.025021875,1,,0.054980755,0.027377834,1,,0.052670932,0.031531375,1,,0.053404963,0.021130708,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CCP_3.2._max_copies_per_region.dzn,0.012829792,0.001,1,1,0.011307788,7.00E-05,1,0.011130369,6.88E-05,1,,,,0.013607335,6.38E-05,1,,0.013223946,7.77E-05,1,,0.012470961,7.18E-05,1,,0.012447309,7.08E-05,1,,0.013072979,7.89E-05,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
cliquegame(100).dzn,0.087201309,0.063,246,0,0.052928436,0.025545791,1,0.028731525,0.01301,3,4999,4850,55,0.035733974,0.017347041,1,52,0.028650177,0.01447025,3,54,0.029019988,0.013690542,3,55,0.027803934,0.012590667,3,55,0.028192604,0.012414,3,55,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
cliquegame(1000).dzn,13.98456311,13.858,2496,0,17.53911519,16.94155125,1,3.935427904,3.484883625,1,500,997999,502,4.012200832,3.533101834,1,502,3.620040178,3.132182666,3,504,2.626076698,2.150624583,3,504,2.439976215,1.93914475,3,505,3.62033391,3.145631291,3,504,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
cliquegame(10000).dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cliquegame(200).dzn,0.430286884,0.381,496,0,0.238659787,0.183447708,1,0.107206106,0.076847833,3,19999,19700,104,0.127139032,0.087325667,1,102,0.114395726,0.080847333,3,104,0.110641909,0.071636125,3,104,0.100584209,0.062795334,3,105,0.103095067,0.067066333,3,105,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
cliquegame(2000).dzn,82.693923,82.162,4996,0,138.6558971,136.1208561,1,21.52673006,19.5197815,1,1000,3995999,1002,21.25254989,19.33477738,1,1002,19.13859105,17.22551446,3,1004,11.30999804,9.398710417,3,1004,10.45616674,8.580496333,3,1005,19.77331567,17.70090258,3,1004,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
cliquegame(500).dzn,2.882078886,2.84,1246,0,2.407317162,2.263044625,1,0.784623575,0.660739709,1,250,248999,252,0.877890062,0.695665708,1,252,0.781731081,0.624095375,3,254,0.67480756,0.554920083,3,254,0.623700154,0.470492708,3,255,0.789807534,0.631690583,3,254,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
cliquegame(5000).dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Clobberwidth=4_height=4_black_has_winning_strategy.dzn,180,,,,180,,,180,,,,,,180,,,,180,,,,180,,,,180,,,,180,,,,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
Clobberwidth=4_height=4_white_has_winning_strategy.dzn,11.90610099,11.742,1,1,1.389298201,0.915356,1,14.53634691,13.99099,1,,,,21.40946794,20.59522963,1,,21.63449025,20.83365608,1,,21.67201996,20.80153329,1,,21.68100405,20.81917346,1,,21.66201377,20.83834496,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
CTLStarBinaryCountern=1.dzn,0.012927103,0.001,34,0,0.011089921,,,0.011130178,,,,,,0.011226928,,,,0.010628664,,,,0.011107254,,,,0.010803735,,,,0.010811758,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=1_compact.dzn,0.012522316,0.001,8,0,0.011245906,,,0.010878611,,,,,,0.011095083,,,,0.011029065,,,,0.011276174,,,,0.010930598,,,,0.010885715,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=2.dzn,0.017131531,0.003,250,0,0.011279476,,,0.011260653,,,,,,0.011067867,,,,0.01111933,,,,0.010732985,,,,0.011225247,,,,0.011168957,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=2_compact.dzn,0.012990057,0.001,17,0,0.011274743,,,0.011387205,,,,,,0.011082745,,,,0.011081398,,,,0.010844278,,,,0.011408293,,,,0.010565591,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=3.dzn,0.024413705,0.009,795,0,0.010899973,,,0.011276448,,,,,,0.011156356,,,,0.011083555,,,,0.011153913,,,,0.011016965,,,,0.011323524,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=3_compact.dzn,0.013177848,0.001,38,0,0.011297333,,,0.011021507,,,,,,0.011255908,,,,0.010878062,,,,0.010709417,,,,0.011348307,,,,0.010907817,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=4.dzn,0.049256647,0.032,2265,0,0.011627507,,,0.011730969,,,,,,0.011534762,,,,0.011345661,,,,0.011336625,,,,0.01135428,,,,0.011544037,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=4_compact.dzn,0.014388955,0.002,89,0,0.011324358,,,0.011006308,,,,,,0.011024976,,,,0.010983741,,,,0.010845351,,,,0.01120255,,,,0.011194634,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=5.dzn,0.196124756,0.123,5914,0,0.013312566,,,0.012144625,,,,,,0.012227035,,,,0.011962581,,,,0.012045157,,,,0.011991203,,,,0.01182307,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=5_compact.dzn,0.017070854,0.003,209,0,0.011198175,,,0.011294973,,,,,,0.01109786,,,,0.01126411,,,,0.011155856,,,,0.011256528,,,,0.010844707,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=6.dzn,0.722247219,0.449,14399,0,0.015606654,,,0.013439894,,,,,,0.013653386,,,,0.01339401,,,,0.013216412,,,,0.013278615,,,,0.013179731,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=6_compact.dzn,0.021821642,0.006,478,0,0.011094272,,,0.011359358,,,,,,0.011314344,,,,0.011684954,,,,0.012354803,,,,0.011841333,,,,0.011249077,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=7.dzn,2.26026082,2.244,35037,0,0.016800761,,,0.016355777,,,,,,0.016495717,,,,0.016575778,,,,0.016852319,,,,0.017281806,,,,0.017115653,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=7_compact.dzn,0.031929874,0.019,1123,0,0.011581409,,,0.012471759,,,,,,0.011216843,,,,0.011240804,,,,0.011213028,,,,0.011219549,,,,0.011147165,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=8.dzn,12.81398797,12.79,82968,0,0.02422874,,,0.022599852,,,,,,0.022824883,,,,0.022872949,,,,0.022743404,,,,0.023154211,,,,0.022956741,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CTLStarBinaryCountern=8_compact.dzn,0.077886796,0.047,2611,0,0.012004316,,,0.011620641,,,,,,0.011567831,,,,0.011785269,,,,0.011903989,,,,0.011603844,,,,0.011448908,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Debug_spec_nodeadlock.dzn,0.012587523,0.001,1,0,0.011622334,7.32E-05,1,0.011073172,6.91E-05,1,0,0,1,0.011839926,6.53E-05,1,1,0.011361587,7.68E-05,1,1,0.011199474,7.51E-05,1,1,0.01121881,7.89E-05,1,1,0.011319876,7.93E-05,1,1,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
DemriKillerFormulan=1.dzn,0.012789309,0.001,16,0,0.011335921,,,0.010913897,,,,,,0.010837269,,,,0.011258614,,,,0.010840523,,,,0.011215985,,,,0.0107324,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
DemriKillerFormulan=1_compact.dzn,0.01265409,0,8,0,0.011302757,,,0.011202216,,,,,,0.011413503,,,,0.011176455,,,,0.011041164,,,,0.011135685,,,,0.011117947,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
DemriKillerFormulan=2.dzn,2.321116209,2.303,33977,0,0.018199313,,,0.016355801,,,,,,0.016604912,,,,0.016679108,,,,0.016625977,,,,0.016456771,,,,0.016756094,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
DemriKillerFormulan=2_compact.dzn,0.389055181,0.23,6831,0,0.013820374,,,0.01375072,,,,,,0.01377275,,,,0.013044143,,,,0.012867296,,,,0.013068819,,,,0.013067389,,,,SAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Domineeringwidth=4_height=4_player1_has_winning_strategy.dzn,0.043865359,0.033,1489,0,0.031368947,0.018087916,1,0.031986809,0.019228083,1,2221,0,1367,0.035553157,0.021261417,1,1367,2.975885153,2.959880625,184,39069,0.034454155,0.025195125,1,1367,3.141872883,3.128305125,184,39069,3.367324114,3.351812208,184,39069,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Domineeringwidth=4_height=4_player2_has_winning_strategy.dzn,0.055789113,0.03,1,1,0.01467346,0.001836542,1,0.013549697,0.000966291,1,,,,0.01303575,0.000643959,1,,0.013862443,0.000965917,1,,0.014030242,0.000971791,1,,0.013541079,0.000965,1,,0.013683832,0.000965042,1,,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
Elevatorpolicy=FIFO_storeys=2_always_if_max_floor_requested_eventually_at_max_floor.dzn,0.012801933,0.001,6,0,0.011492622,0.000138542,1,0.011596811,9.97E-05,1,6,0,5,0.011365271,0.000104541,1,5,0.011426091,0.000121875,1,2,0.011149681,0.000122875,1,5,0.010772038,0.000133875,1,2,0.011332726,0.000130708,1,2,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Elevatorpolicy=FIFO_storeys=3_always_if_max_floor_requested_eventually_at_max_floor.dzn,0.012735844,0.001,10,0,0.011101282,0.000150458,1,0.011421287,0.000144791,1,18,0,8,0.013322842,0.000110291,1,8,0.011218202,0.000158125,1,4,0.011251867,0.000160083,1,8,0.011253047,0.00015725,1,4,0.011321139,0.000166125,1,4,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
Elevatorpolicy=FIFO_storeys=4_always_if_max_floor_requested_eventually_at_max_floor.dzn,0.013579011,0.001,11,0,0.012122953,0.0002245,1,0.011775196,0.000184709,1,36,0,9,0.012587488,0.000150167,1,9,0.011846304,0.000234708,1,6,0.012259114,0.00018675,1,9,0.011863697,0.000169166,1,6,0.011480439,0.000222208,1,6,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT
